,id,name,times,percentage,weight,frequency
0,1404751964361842690,语境分析,103,12.52%,12.0,高频
1,1404751967478210561,逻辑判断,71,8.63%,7.0,高频
2,1404751967448850433,定义判断,50,6.08%,6.0,高频
3,1404751966018592769,类比推理,49,5.95%,6.0,高频
4,1404751964630278146,中心主旨,47,5.71%,6.0,高频
5,1404751964387008514,词语辨析,38,4.62%,4.0,高频
6,1404751966698070017,平面图形,38,4.62%,4.0,高频
7,1404751969713774593,时政,24,2.92%,2.61,高频
8,1404751969248206849,综合分析,22,2.67%,2.0,高频
9,1405091214981746690,细节理解,21,2.55%,2.0,高频
10,1404751968828776450,现期比重,17,2.07%,2.0,高频
11,1404751967323021314,立体图形,16,1.94%,2.0,高频
12,1404751964491866113,句子排序,13,1.58%,2.0,高频
13,1404751968585506818,一般增长率,13,1.58%,2.0,高频
14,1404751964466700290,句子填空,11,1.34%,1.0,高频
15,1404751965636911105,和差倍比问题,11,1.34%,1.0,高频
16,1404751968992354305,现期平均数,11,1.34%,1.0,高频
17,1404751970535858178,自然常识,11,1.34%,1.0,高频
18,1404751964680609794,细节理解,10,1.22%,1.0,高频
19,1404751964789661698,推断下文,9,1.09%,1.0,高频
20,1404751965716602881,几何问题,9,1.09%,1.0,高频
21,1404751970154176514,其他法律法规,9,1.09%,1.0,高频
22,1404751964655443970,标题添加,8,0.97%,0.5,中频
23,1404751968287711234,简单加减计算,8,0.97%,0.5,中频
24,1404751970254839809,物理常识,8,0.97%,0.5,中频
25,1404751970305171458,生物常识,8,0.97%,0.5,中频
26,1404751970485526529,文化常识,8,0.97%,0.5,中频
27,1404751965456556034,最值问题,7,0.85%,0.5,中频
28,1404751965804683266,概率问题,7,0.85%,0.5,中频
29,1404751970355503105,科技理论与成就,7,0.85%,0.5,中频
30,1404751964869353473,语句衔接,6,0.73%,0.5,中频
31,1404751965402030082,工程问题,6,0.73%,0.5,中频
32,1404751965771128834,排列组合问题,6,0.73%,0.5,中频
33,1404751965834043393,经济利润问题,6,0.73%,0.5,中频
34,1404751968719724546,增长量计算,6,0.73%,0.5,中频
35,1404751970330337281,生活常识,6,0.73%,0.5,中频
36,1404751970405834753,中国历史,6,0.73%,0.5,中频
37,1404751970460360706,文学常识,6,0.73%,0.5,中频
38,1404751964760301569,词句理解,5,0.61%,0.5,中频
39,1404751965691437057,行程问题,5,0.61%,0.5,中频
40,1404751968258351106,直接找数,5,0.61%,0.5,中频
41,1404751969172709378,现期倍数,5,0.61%,0.5,中频
42,1404751970003181569,民法典,5,0.61%,0.5,中频
43,1404751970028347394,刑法,5,0.61%,0.5,中频
44,1404751970280005634,化学常识,5,0.61%,0.5,中频
45,1404751968883302402,两期比重,4,0.49%,0.5,中频
46,1404751969017520129,平均数的增长率,4,0.49%,0.5,中频
47,1404751969818632193,宏观经济与调控政策,4,0.49%,0.5,中频
48,1404751969948655618,宪法,4,0.49%,0.5,中频
49,1404751969973821441,行政法,4,0.49%,0.5,中频
50,1404751970586189825,国情社情,4,0.49%,0.5,中频
51,1404761381907091457,中心主旨,4,0.49%,0.5,中频
52,1405075615249485826,增长量比较,4,0.49%,0.5,中频
53,1404751964894519298,语段衔接,3,0.36%,0.5,中频
54,1404751969558585345,政治常识,3,0.36%,0.5,中频
55,1404761437985955841,标题添加,3,0.36%,0.5,中频
56,1404763205159477250,其他,3,0.36%,0.5,中频
57,1404751965506887681,年龄问题,2,0.24%,0.5,中频
58,1404751965586579458,倍数约数问题,2,0.24%,0.5,中频
59,1404751968312877057,排序类,2,0.24%,0.5,中频
60,1404751968476454913,基期和差,2,0.24%,0.5,中频
61,1404751968858136577,基期比重,2,0.24%,0.5,中频
62,1404751970103844865,劳动法,2,0.24%,0.5,中频
63,1404751970179342337,民事诉讼法,2,0.24%,0.5,中频
64,1404751965431390209,浓度问题,1,0.12%,0.5,中频
65,1404751965481721857,计数模型问题,1,0.12%,0.5,中频
66,1404751965561413633,周期问题,1,0.12%,0.5,中频
67,1404751965741768705,容斥原理问题,1,0.12%,0.5,中频
68,1404751965964066818,统筹规划问题,1,0.12%,0.5,中频
69,1404751968505815042,现期计算,1,0.12%,0.5,中频
70,1404751968614866945,混合增长率,1,0.12%,0.5,中频
71,1404751968640032769,间隔增长率,1,0.12%,0.5,中频
72,1404751969042685954,平均数的增长量,1,0.12%,0.5,中频
73,1404751969147543553,基期倍数,1,0.12%,0.5,中频
74,1404751969583751170,马克思主义,1,0.12%,0.5,中频
75,1404751969793466369,市场,1,0.12%,0.5,中频
76,1404751969919295489,法理学,1,0.12%,0.5,中频
77,1404751970204508161,经济法,1,0.12%,0.5,中频
78,1404751970431000577,世界历史,1,0.12%,0.5,中频
79,1404761569578049538,推断下文,1,0.12%,0.5,中频
80,1404761669594402818,选词填空,1,0.12%,0.5,中频
81,1404761720489107457,其他,1,0.12%,0.5,中频
82,1404740261700034562,root,0,0.00%,0.01,低频
83,1404751964307316737,言语理解和表达,0,0.00%,0.01,低频
84,1404751964332482561,选词填空,0,0.00%,0.01,低频
85,1404751964416368642,其他,0,0.00%,0.01,低频
86,1404751964441534465,语句表达,0,0.00%,0.01,低频
87,1404751964521226241,病句辨析,0,0.00%,0.01,低频
88,1404751964546392065,歧义句辨析,0,0.00%,0.01,低频
89,1404751964575752193,基础知识,0,0.00%,0.01,低频
90,1404751964600918017,片段阅读,0,0.00%,0.01,低频
91,1404751964705775618,态度理解,0,0.00%,0.01,低频
92,1404751964735135745,细节查找,0,0.00%,0.01,低频
93,1404751964814827521,推断上文,0,0.00%,0.01,低频
94,1404751964839993346,文章阅读,0,0.00%,0.01,低频
95,1404751964923879426,公文常识,0,0.00%,0.01,低频
96,1404751964949045249,数量关系,0,0.00%,0.01,低频
97,1404751964978405377,数字推理,0,0.00%,0.01,低频
98,1404751965003571202,基本数列,0,0.00%,0.01,低频
99,1404751965028737026,多级数列,0,0.00%,0.01,低频
100,1404751965058097153,幂次数列,0,0.00%,0.01,低频
101,1404751965083262977,多重数列,0,0.00%,0.01,低频
102,1404751965108428801,分数数列,0,0.00%,0.01,低频
103,1404751965133594626,机械划分数列,0,0.00%,0.01,低频
104,1404751965162954754,递推数列,0,0.00%,0.01,低频
105,1404751965188120578,非整数数列,0,0.00%,0.01,低频
106,1404751965217480705,数图推理,0,0.00%,0.01,低频
107,1404751965242646529,特殊数列,0,0.00%,0.01,低频
108,1404751965267812353,其他,0,0.00%,0.01,低频
109,1404751965297172481,数学运算,0,0.00%,0.01,低频
110,1404751965322338305,计算问题,0,0.00%,0.01,低频
111,1404751965347504129,多位数问题,0,0.00%,0.01,低频
112,1404751965376864257,平均数问题,0,0.00%,0.01,低频
113,1404751965536247810,牛吃草问题,0,0.00%,0.01,低频
114,1404751965611745282,分段计算问题,0,0.00%,0.01,低频
115,1404751965662076930,数列问题,0,0.00%,0.01,低频
116,1404751965859209218,不定方程问题,0,0.00%,0.01,低频
117,1404751965884375041,余数与同余问题,0,0.00%,0.01,低频
118,1404751965909540865,星期日期问题,0,0.00%,0.01,低频
119,1404751965938900994,钟表问题,0,0.00%,0.01,低频
120,1404751965993426945,判断推理,0,0.00%,0.01,低频
121,1404751966043758593,言语关系,0,0.00%,0.01,低频
122,1404751966068924418,近义关系,0,0.00%,0.01,低频
123,1404751966094090241,反义关系,0,0.00%,0.01,低频
124,1404751966119256065,释义关系,0,0.00%,0.01,低频
125,1404751966148616194,指代关系,0,0.00%,0.01,低频
126,1404751966173782017,动宾结构,0,0.00%,0.01,低频
127,1404751966198947841,主谓结构,0,0.00%,0.01,低频
128,1404751966228307970,偏正结构,0,0.00%,0.01,低频
129,1404751966253473793,并列结构,0,0.00%,0.01,低频
130,1404751966278639617,其他,0,0.00%,0.01,低频
131,1404751966303805441,逻辑关系,0,0.00%,0.01,低频
132,1404751966328971265,交叉关系,0,0.00%,0.01,低频
133,1404751966358331393,全同关系,0,0.00%,0.01,低频
134,1404751966383497218,全异关系,0,0.00%,0.01,低频
135,1404751966408663042,包含关系,0,0.00%,0.01,低频
136,1404751966438023169,顺承关系,0,0.00%,0.01,低频
137,1404751966463188994,经验常识,0,0.00%,0.01,低频
138,1404751966488354817,功用关系,0,0.00%,0.01,低频
139,1404751966513520642,组成关系,0,0.00%,0.01,低频
140,1404751966542880769,加工关系,0,0.00%,0.01,低频
141,1404751966568046594,职业关系,0,0.00%,0.01,低频
142,1404751966593212418,位置关系,0,0.00%,0.01,低频
143,1404751966618378241,特征关系,0,0.00%,0.01,低频
144,1404751966643544065,其他关系,0,0.00%,0.01,低频
145,1404751966668709890,图形推理,0,0.00%,0.01,低频
146,1404751966723235842,直接叠加,0,0.00%,0.01,低频
147,1404751966748401666,去同存异,0,0.00%,0.01,低频
148,1404751966773567490,去异存同,0,0.00%,0.01,低频
149,1404751966798733313,规律叠加,0,0.00%,0.01,低频
150,1404751966828093442,平移,0,0.00%,0.01,低频
151,1404751966853259266,旋转,0,0.00%,0.01,低频
152,1404751966878425090,翻转,0,0.00%,0.01,低频
153,1404751966907785217,对称性,0,0.00%,0.01,低频
154,1404751966932951042,直曲性,0,0.00%,0.01,低频
155,1404751966958116865,封闭开放性,0,0.00%,0.01,低频
156,1404751966983282690,元素特性,0,0.00%,0.01,低频
157,1404751967008448514,遍历,0,0.00%,0.01,低频
158,1404751967033614337,部分传递,0,0.00%,0.01,低频
159,1404751967062974465,相对位置,0,0.00%,0.01,低频
160,1404751967088140290,图群,0,0.00%,0.01,低频
161,1404751967113306113,汉字,0,0.00%,0.01,低频
162,1404751967138471937,线的数量,0,0.00%,0.01,低频
163,1404751967167832065,点的数量,0,0.00%,0.01,低频
164,1404751967192997890,面的数量,0,0.00%,0.01,低频
165,1404751967218163714,笔画问题,0,0.00%,0.01,低频
166,1404751967247523842,角的数量,0,0.00%,0.01,低频
167,1404751967272689665,平面拼接,0,0.00%,0.01,低频
168,1404751967297855490,运算,0,0.00%,0.01,低频
169,1404751967348187138,立体拼合,0,0.00%,0.01,低频
170,1404751967373352962,立体拼接,0,0.00%,0.01,低频
171,1404751967398518786,三视图,0,0.00%,0.01,低频
172,1404751967423684609,截面图,0,0.00%,0.01,低频
173,1404751967503376385,直言命题,0,0.00%,0.01,低频
174,1404751967528542209,矛盾关系,0,0.00%,0.01,低频
175,1404751967553708033,推理规则,0,0.00%,0.01,低频
176,1404751967578873857,联言命题,0,0.00%,0.01,低频
177,1404751967604039682,相容选言命题,0,0.00%,0.01,低频
178,1404751967629205505,不相容选言命题,0,0.00%,0.01,低频
179,1404751967654371330,假言命题,0,0.00%,0.01,低频
180,1404751967683731457,朴素逻辑,0,0.00%,0.01,低频
181,1404751967708897281,削弱型题目,0,0.00%,0.01,低频
182,1404751967734063105,削弱型,0,0.00%,0.01,低频
183,1404751967759228929,枚举归纳,0,0.00%,0.01,低频
184,1404751967784394753,求异论证,0,0.00%,0.01,低频
185,1404751967813754882,溯因推理,0,0.00%,0.01,低频
186,1404751967838920705,实践论证,0,0.00%,0.01,低频
187,1404751967864086530,加强型题目,0,0.00%,0.01,低频
188,1404751967889252353,加强型,0,0.00%,0.01,低频
189,1404751967914418178,前提型,0,0.00%,0.01,低频
190,1404751967939584002,解释型,0,0.00%,0.01,低频
191,1404751967964749826,评价型,0,0.00%,0.01,低频
192,1404751967994109954,结论型,0,0.00%,0.01,低频
193,1404751968019275778,事件排序,0,0.00%,0.01,低频
194,1404751968044441602,科学推理,0,0.00%,0.01,低频
195,1404751968069607425,科学推理物理,0,0.00%,0.01,低频
196,1404751968094773250,科学推理化学,0,0.00%,0.01,低频
197,1404751968124133377,科学推理生物,0,0.00%,0.01,低频
198,1404751968149299202,科学推理其他,0,0.00%,0.01,低频
199,1404751968174465025,资料分析,0,0.00%,0.01,低频
200,1404751968199630850,简单计算,0,0.00%,0.01,低频
201,1404751968338042881,其他,0,0.00%,0.01,低频
202,1404751968367403010,基期和现期,0,0.00%,0.01,低频
203,1404751968392568833,基期计算,0,0.00%,0.01,低频
204,1404751968421928962,基期比较,0,0.00%,0.01,低频
205,1404751968451289089,间隔基期,0,0.00%,0.01,低频
206,1404751968530980866,现期追赶,0,0.00%,0.01,低频
207,1404751968560340994,增长率,0,0.00%,0.01,低频
208,1404751968665198593,年均增长率,0,0.00%,0.01,低频
209,1404751968690364417,增长量,0,0.00%,0.01,低频
210,1404751968744890369,间隔增长量,0,0.00%,0.01,低频
211,1404751968774250498,年均增长量,0,0.00%,0.01,低频
212,1404751968803610625,比重问题,0,0.00%,0.01,低频
213,1404751968912662529,混合比重,0,0.00%,0.01,低频
214,1404751968937828354,平均数问题,0,0.00%,0.01,低频
215,1404751968967188482,基期平均数,0,0.00%,0.01,低频
216,1404751969072046081,两期平均数比较,0,0.00%,0.01,低频
217,1404751969097211905,倍数与比值相关,0,0.00%,0.01,低频
218,1404751969122377729,比值计算,0,0.00%,0.01,低频
219,1404751969197875202,比值比较,0,0.00%,0.01,低频
220,1404751969223041026,倍数比较,0,0.00%,0.01,低频
221,1404751969273372674,文字资料,0,0.00%,0.01,低频
222,1404751969298538497,直接查找型,0,0.00%,0.01,低频
223,1404751969327898625,数值计算型,0,0.00%,0.01,低频
224,1404751969353064450,比较大小型,0,0.00%,0.01,低频
225,1404751969378230273,趋势判断型,0,0.00%,0.01,低频
226,1404751969403396098,综合推断型,0,0.00%,0.01,低频
227,1404751969428561921,化数为图型,0,0.00%,0.01,低频
228,1404751969453727745,统计表,0,0.00%,0.01,低频
229,1404751969483087874,综合资料,0,0.00%,0.01,低频
230,1404751969508253698,统计图,0,0.00%,0.01,低频
231,1404751969533419521,常识判断,0,0.00%,0.01,低频
232,1404751969608916993,毛泽东思想,0,0.00%,0.01,低频
233,1404751969638277121,邓小平理论,0,0.00%,0.01,低频
234,1404751969663442946,“三个代表”思想,0,0.00%,0.01,低频
235,1404751969688608770,科学发展观,0,0.00%,0.01,低频
236,1404751969738940417,其他,0,0.00%,0.01,低频
237,1404751969764106241,经济常识,0,0.00%,0.01,低频
238,1404751969843798017,国际经济及组织,0,0.00%,0.01,低频
239,1404751969868963842,马克思主义政治经济学,0,0.00%,0.01,低频
240,1404751969894129666,法律常识,0,0.00%,0.01,低频
241,1404751970053513217,刑事诉讼法,0,0.00%,0.01,低频
242,1404751970078679041,公务员法,0,0.00%,0.01,低频
243,1404751970129010689,政府信息公开条例,0,0.00%,0.01,低频
244,1404751970229673986,科技常识,0,0.00%,0.01,低频
245,1404751970380668929,人文常识,0,0.00%,0.01,低频
246,1404751970510692353,地理国情,0,0.00%,0.01,低频
247,1404751970561024001,环境常识,0,0.00%,0.01,低频
248,1404751970611355650,管理常识,0,0.00%,0.01,低频
249,1404751970636521474,政府职能,0,0.00%,0.01,低频
250,1404751970665881602,行政管理,0,0.00%,0.01,低频
251,1404751970695241729,企业管理,0,0.00%,0.01,低频
252,1404751970720407553,公文写作与处理,0,0.00%,0.01,低频
253,1404751970745573378,公文相关概念,0,0.00%,0.01,低频
254,1404751970770739202,公文写作,0,0.00%,0.01,低频
255,1404751970795905025,公文处理,0,0.00%,0.01,低频
256,1404751970833653761,综合分析题,0,0.00%,0.01,低频
257,1404751970858819586,教育常识,0,0.00%,0.01,低频
258,1404751970883985409,医学常识,0,0.00%,0.01,低频
259,1404760750286852097,其他,0,0.00%,0.01,低频
260,1404761018228400130,其他,0,0.00%,0.01,低频
261,1404761521209335809,词句理解,0,0.00%,0.01,低频
262,1404763735554383873,其他,0,0.00%,0.01,低频
263,1404763824602632193,其他,0,0.00%,0.01,低频
264,1404764041931513858,其他,0,0.00%,0.01,低频
265,1404764089994043394,其他,0,0.00%,0.01,低频
266,1404764187577700353,矛盾关系,0,0.00%,0.01,低频
267,1404764273749676034,推理规则,0,0.00%,0.01,低频
268,1404764327084445698,矛盾关系,0,0.00%,0.01,低频
269,1404764332608344066,推理规则,0,0.00%,0.01,低频
270,1404764434487988225,矛盾关系,0,0.00%,0.01,低频
271,1404764494022959106,推理规则,0,0.00%,0.01,低频
272,1404764543099490305,矛盾关系,0,0.00%,0.01,低频
273,1404764585210302466,推理规则,0,0.00%,0.01,低频
274,1404764676293808130,类比推理,0,0.00%,0.01,低频
275,1404764742048931842,类比推理,0,0.00%,0.01,低频
276,1404764789837811714,枚举归纳,0,0.00%,0.01,低频
277,1404764841776898049,求异论证,0,0.00%,0.01,低频
278,1404764884567187458,溯因推理,0,0.00%,0.01,低频
279,1404764931026472962,实践论证,0,0.00%,0.01,低频
280,1404765018038329345,其他,0,0.00%,0.01,低频
281,1404765565876326402,其他,0,0.00%,0.01,低频
282,1404765626639208450,其他,0,0.00%,0.01,低频
283,1404765709825859585,其他,0,0.00%,0.01,低频
284,1404765769242370049,其他,0,0.00%,0.01,低频
285,1404765883646205953,其他,0,0.00%,0.01,低频
286,1404766007830138881,其他,0,0.00%,0.01,低频
287,1404766096381304833,其他,0,0.00%,0.01,低频
288,1404766212341227522,直接查找型,0,0.00%,0.01,低频
289,1404766264900050946,数值计算型,0,0.00%,0.01,低频
290,1404766319757352962,比较大小型,0,0.00%,0.01,低频
291,1404766711970914305,趋势判断型,0,0.00%,0.01,低频
292,1404766781285982210,综合推断型,0,0.00%,0.01,低频
293,1404766850303254529,化数为图型,0,0.00%,0.01,低频
294,1404766890894708738,其他,0,0.00%,0.01,低频
295,1404766999757869057,直接查找型,0,0.00%,0.01,低频
296,1404767071962812417,数值计算型,0,0.00%,0.01,低频
297,1404767223834365954,比较大小型,0,0.00%,0.01,低频
298,1404767313463468033,趋势判断型,0,0.00%,0.01,低频
299,1404767371545169921,综合推断型,0,0.00%,0.01,低频
300,1404767436310437890,化数为图型,0,0.00%,0.01,低频
301,1404767540878630914,其他,0,0.00%,0.01,低频
302,1404767608197210113,直接查找型,0,0.00%,0.01,低频
303,1404767660373331969,数值计算型,0,0.00%,0.01,低频
304,1404767708150648833,比较大小型,0,0.00%,0.01,低频
305,1404767761704542209,趋势判断型,0,0.00%,0.01,低频
306,1404767811120812033,综合推断型,0,0.00%,0.01,低频
307,1404767865459040258,化数为图型,0,0.00%,0.01,低频
308,1404767898564681729,其他,0,0.00%,0.01,低频
309,1404768035516076034,其他,0,0.00%,0.01,低频
310,1404768812015964162,其他,0,0.00%,0.01,低频
311,1404768932309622785,其他,0,0.00%,0.01,低频
312,1404769001992769538,其他,0,0.00%,0.01,低频
313,1404769107290771457,其他,0,0.00%,0.01,低频
314,1404769174908166145,其他,0,0.00%,0.01,低频
315,1404769246000599041,其他,0,0.00%,0.01,低频
316,1404769315325075458,其他,0,0.00%,0.01,低频
317,1404769429472038914,其他,0,0.00%,0.01,低频
318,1405384186067570690,歧义句辨析,0,0.00%,0.01,低频
319,1405499042746720257,句子排序,0,0.00%,0.01,低频
320,1405778176655237122,文章分层,0,0.00%,0.01,低频
